user_id,user_group
1644,Gamer
1645,Office Worker
1646,Reviewer / Tech Reviewer
1647,Casual User
1648,Gamer
1649,Casual User
1650,Student
1651,Casual User
1652,Student
1653,Student
1654,Gamer
1655,Student
1656,Student
1657,Student
1658,Gamer
1659,Reviewer / Tech Reviewer
1660,Student
1661,Designer / Editor
1662,Casual User
1663,Student
1664,Student
1665,Casual User
1666,Casual User
1667,Gamer
1668,Casual User
1669,Student
1670,Office Worker
1671,Reviewer / Tech Reviewer
1672,Office Worker
1673,Reviewer / Tech Reviewer
1674,Gamer
1675,Reviewer / Tech Reviewer
1676,Gamer
1677,Office Worker
1678,Office Worker
1679,Office Worker
1680,Reviewer / Tech Reviewer
1681,Student
1682,Student
1683,Student
1684,Student
1685,Casual User
1686,Office Worker
1687,Casual User
1688,Student
1689,Designer / Editor
1690,Gamer
1691,Office Worker
1692,Casual User
1693,Casual User
1694,Casual User
1695,Student
1696,Office Worker
1697,Designer / Editor
1698,Office Worker
1699,Reviewer / Tech Reviewer
1700,Gamer
1701,Gamer
1702,Casual User
1703,Reviewer / Tech Reviewer
1704,Student
1705,Student
1706,Designer / Editor
1707,Gamer
1708,Office Worker
1709,Gamer
1710,Reviewer / Tech Reviewer
1711,Casual User
1712,Gamer
1713,Office Worker
1714,Office Worker
1715,Gamer
1716,Office Worker
1717,Gamer
1718,Designer / Editor
1719,Student
1720,Student
1721,Office Worker
1722,Casual User
1723,Designer / Editor
1724,Student
1725,Casual User
1726,Gamer
1727,Gamer
1728,Casual User
1729,Student
1730,Office Worker
1731,Gamer
1732,Student
1733,Designer / Editor
1734,Office Worker
1735,Student
1736,Office Worker
1737,Gamer
1738,Student
1739,Student
1740,Casual User
1741,Office Worker
1742,Office Worker
1743,Student
1744,Office Worker
1745,Office Worker
1746,Designer / Editor
1747,Office Worker
1748,Casual User
1749,Casual User
1750,Student
1751,Student
1752,Student
1753,Designer / Editor
1754,Student
1755,Casual User
1756,Reviewer / Tech Reviewer
1757,Casual User
1758,Gamer
1759,Casual User
1760,Student
1761,Gamer
1762,Office Worker
1763,Casual User
1764,Gamer
1765,Casual User
1766,Student
1767,Casual User
1768,Gamer
1769,Gamer
1770,Casual User
1771,Office Worker
1772,Office Worker
1773,Gamer
1774,Student
1775,Office Worker
1776,Student
1777,Student
1778,Casual User
1779,Gamer
1780,Office Worker
1781,Gamer
1782,Gamer
1783,Designer / Editor
1784,Casual User
1785,Casual User
1786,Office Worker
1787,Office Worker
1788,Gamer
1789,Gamer
1790,Gamer
1791,Designer / Editor
1792,Gamer
1793,Office Worker
1794,Office Worker
1795,Office Worker
1796,Student
1797,Student
1798,Reviewer / Tech Reviewer
1799,Office Worker
1800,Office Worker
1801,Gamer
1802,Reviewer / Tech Reviewer
1803,Office Worker
1804,Casual User
1805,Casual User
1806,Gamer
1807,Designer / Editor
1808,Student
1809,Casual User
1810,Office Worker
1811,Casual User
1812,Gamer
1813,Student
1814,Student
1815,Designer / Editor
1816,Gamer
1817,Student
1818,Reviewer / Tech Reviewer
1819,Casual User
1820,Gamer
1821,Gamer
1822,Student
1823,Reviewer / Tech Reviewer
1824,Office Worker
1825,Casual User
1826,Office Worker
1827,Gamer
1828,Office Worker
1829,Student
1830,Reviewer / Tech Reviewer
1831,Gamer
1832,Gamer
1833,Casual User
1834,Casual User
1835,Casual User
1836,Student
1837,Gamer
1838,Casual User
1839,Office Worker
1840,Student
1841,Casual User
1842,Gamer
1843,Gamer
1844,Casual User
1845,Designer / Editor
1846,Gamer
1847,Office Worker
1848,Gamer
1849,Student
1850,Reviewer / Tech Reviewer
1851,Casual User
1852,Office Worker
1853,Office Worker
1854,Casual User
1855,Student
1856,Gamer
1857,Gamer
1858,Designer / Editor
1859,Student
1860,Designer / Editor
1861,Office Worker
1862,Designer / Editor
1863,Student
1864,Gamer
1865,Gamer
1866,Office Worker
1867,Student
1868,Student
1869,Office Worker
1870,Student
1871,Casual User
1872,Gamer
1873,Casual User
1874,Casual User
1875,Student
1876,Designer / Editor
1877,Casual User
1878,Designer / Editor
1879,Gamer
1880,Gamer
1881,Student
1882,Gamer
1883,Casual User
1884,Casual User
1885,Student
1886,Reviewer / Tech Reviewer
1887,Office Worker
1888,Casual User
1889,Student
1890,Casual User
1891,Casual User
1892,Student
1893,Student
1894,Casual User
1895,Student
1896,Gamer
1897,Casual User
1898,Gamer
1899,Office Worker
1900,Gamer
1901,Student
1902,Casual User
1903,Office Worker
1904,Student
1905,Office Worker
1906,Casual User
1907,Student
1908,Casual User
1909,Reviewer / Tech Reviewer
1910,Casual User
1911,Casual User
1912,Casual User
1913,Casual User
1914,Student
1915,Reviewer / Tech Reviewer
1916,Gamer
1917,Gamer
1918,Casual User
1919,Casual User
1920,Reviewer / Tech Reviewer
1921,Gamer
1922,Gamer
1923,Office Worker
1924,Office Worker
1925,Office Worker
1926,Student
1927,Student
1928,Reviewer / Tech Reviewer
1929,Gamer
1930,Casual User
1931,Designer / Editor
1932,Student
1933,Student
1934,Office Worker
1935,Casual User
1936,Office Worker
1937,Gamer
1938,Casual User
1939,Casual User
1940,Office Worker
1941,Student
1942,Student
1943,Student
1944,Student
1945,Gamer
1946,Casual User
1947,Gamer
1948,Designer / Editor
1949,Office Worker
1950,Casual User
1951,Designer / Editor
1952,Casual User
1953,Casual User
1954,Office Worker
1955,Student
1956,Office Worker
1957,Gamer
1958,Casual User
1959,Office Worker
1960,Reviewer / Tech Reviewer
1961,Gamer
1962,Student
1963,Office Worker
1964,Designer / Editor
1965,Designer / Editor
1966,Gamer
1967,Office Worker
1968,Reviewer / Tech Reviewer
1969,Student
1970,Casual User
1971,Student
1972,Student
1973,Gamer
1974,Gamer
1975,Gamer
1976,Gamer
1977,Casual User
1978,Gamer
1979,Gamer
1980,Gamer
1981,Student
1982,Gamer
1983,Office Worker
1984,Designer / Editor
1985,Student
1986,Casual User
1987,Gamer
1988,Casual User
1989,Gamer
1990,Student
1991,Casual User
1992,Designer / Editor
1993,Reviewer / Tech Reviewer
1994,Gamer
1995,Designer / Editor
1996,Casual User
1997,Designer / Editor
1998,Office Worker
1999,Designer / Editor
