user_id,item_id,performance,value,portability,durability,overall_rating
1887,5299,5,5,5,5,5
555,5114,2,5,5,3,4
879,5187,3,3,5,3,4
1214,5294,4,5,3,3,4
1614,5130,3,5,5,3,4
744,5427,5,4,4,5,4
604,5107,4,4,5,4,4
270,5210,5,4,2,3,4
1122,5125,5,4,4,3,4
782,5311,4,3,4,5,4
1208,5264,5,5,2,4,4
245,5216,5,5,2,5,4
375,5198,5,4,3,4,4
320,5442,4,3,2,4,3
1852,5316,2,5,4,4,4
1656,5353,5,5,3,4,4
1646,5296,5,4,1,4,4
1196,5369,2,4,3,3,3
1193,5189,3,2,5,3,3
1776,5017,3,5,4,2,4
1011,5052,3,5,5,5,4
360,5438,5,4,1,5,4
604,5079,2,4,4,5,4
1681,5045,2,5,5,3,4
376,5285,4,5,1,4,4
583,5084,3,4,5,3,4
1212,5132,2,4,3,3,3
363,5456,4,3,1,3,3
1138,5049,1,3,3,3,2
1227,5371,4,4,4,3,4
1682,5374,3,3,4,5,4
389,5203,5,4,3,4,4
1544,5008,3,4,4,5,4
1779,5228,5,5,2,4,4
297,5250,5,5,2,3,4
986,5281,5,5,2,2,4
876,5094,1,4,5,4,4
1907,5096,3,5,5,4,4
1868,5075,2,5,5,3,4
1675,5208,5,4,2,5,4
574,5009,3,4,4,4,4
233,5218,5,4,4,5,4
957,5250,5,5,1,3,4
1830,5030,3,5,5,3,4
735,5176,3,3,4,4,4
1313,5283,5,4,1,5,4
591,5424,5,3,3,5,4
1789,5234,5,5,2,3,4
479,5096,3,5,5,4,4
1064,5425,5,3,2,5,4
1208,5218,5,4,3,5,4
539,5437,5,4,2,5,4
1090,5106,4,3,5,4,4
453,5126,3,3,4,5,4
650,5185,3,3,4,2,3
869,5122,3,4,5,2,4
1701,5204,5,5,3,3,4
1052,5065,2,5,5,2,4
1938,5041,1,4,4,3,3
333,5444,4,3,2,4,3
26,5014,1,5,3,2,3
1482,5449,4,3,1,5,3
746,5217,5,4,2,4,4
1793,5310,4,4,4,3,4
512,5221,5,3,2,4,4
1434,5493,5,4,3,5,4
882,5230,5,5,2,3,4
377,5125,5,5,5,3,4
1644,5249,5,4,2,4,4
310,5494,4,3,3,4,4
906,5332,3,4,3,4,4
1577,5234,5,5,2,4,4
1814,5065,3,5,5,3,4
1550,5406,5,4,3,5,4
850,5497,5,3,2,4,4
1105,5380,5,5,3,2,4
1138,5391,3,4,3,3,3
1502,5014,2,5,4,3,4
719,5183,3,4,4,4,4
1831,5294,5,5,3,4,4
1823,5130,4,4,4,2,4
1669,5007,3,4,4,4,4
1198,5453,4,4,3,4,4
634,5274,5,4,3,4,4
1656,5091,4,4,5,3,4
973,5067,4,5,5,2,4
1961,5262,5,5,2,4,4
382,5106,4,4,5,4,4
21,5082,2,4,5,5,4
671,5261,5,4,2,3,4
1383,5282,5,5,2,4,4
1938,5123,3,2,5,4,4
1737,5280,5,4,2,4,4
1005,5345,3,3,3,5,4
1699,5088,3,3,3,1,2
1174,5202,5,5,3,5,4
394,5141,3,4,5,4,4
1666,5041,1,4,4,2,3
511,5166,2,4,5,3,4
605,5251,5,5,1,4,4
260,5220,5,5,2,3,4
623,5262,5,5,2,4,4
553,5452,4,3,2,4,3
372,5168,3,4,4,3,4
896,5089,2,5,5,5,4
1858,5484,3,4,4,5,4
604,5219,5,5,2,4,4
1839,5363,5,3,4,3,4
1926,5340,4,4,5,3,4
1057,5273,5,5,2,3,4
296,5215,5,5,3,4,4
79,5400,4,5,4,4,4
8,5402,5,5,4,3,4
906,5333,3,5,4,5,4
377,5248,5,4,2,3,4
886,5435,5,5,2,5,4
1134,5023,3,4,4,3,4
737,5227,5,5,2,4,4
1260,5187,4,3,4,3,4
1898,5237,5,4,2,5,4
1956,5330,4,4,4,5,4
1452,5376,2,2,2,5,3
941,5077,2,5,4,4,4
1970,5180,5,3,5,4,4
834,5007,4,5,4,5,4
857,5006,3,4,4,4,4
1433,5385,2,3,3,4,3
263,5265,5,4,1,2,3
1272,5285,5,5,1,4,4
544,5108,4,4,5,4,4
1924,5175,2,4,5,4,4
1182,5064,2,4,5,5,4
1907,5002,4,4,5,5,4
1830,5002,3,5,4,4,4
1636,5268,5,5,3,2,4
1180,5022,1,3,4,3,3
1098,5083,4,5,5,4,4
361,5252,5,3,1,3,3
659,5194,5,4,3,4,4
408,5119,2,4,5,3,4
1588,5236,5,5,2,3,4
1654,5217,5,5,2,5,4
383,5409,5,4,1,5,4
1993,5125,4,4,4,3,4
1187,5075,1,4,5,3,3
366,5214,5,4,2,4,4
244,5242,5,4,2,4,4
891,5397,2,4,4,4,4
605,5047,1,5,4,3,3
260,5278,5,5,2,4,4
986,5228,5,5,2,4,4
1764,5248,5,5,3,4,4
1157,5319,3,4,4,4,4
1816,5225,5,5,2,3,4
500,5159,4,4,5,3,4
1850,5333,3,4,4,4,4
711,5252,5,4,1,4,4
1699,5285,4,5,1,4,4
1874,5187,4,3,4,3,4
94,5374,3,4,3,4,4
233,5256,5,5,2,4,4
262,5209,5,4,2,4,4
579,5341,3,4,4,4,4
1576,5250,5,5,2,4,4
879,5222,5,3,3,3,4
434,5187,4,3,5,4,4
429,5054,3,5,5,3,4
879,5157,3,4,3,3,3
1000,5367,3,2,3,3,3
1755,5093,3,4,5,3,4
554,5498,3,2,2,3,2
942,5316,3,4,4,3,4
601,5494,4,3,3,3,3
686,5148,4,4,5,3,4
86,5369,2,5,4,4,4
357,5333,2,4,3,4,3
614,5053,2,5,4,4,4
563,5032,3,5,4,3,4
1334,5426,5,4,2,4,4
1617,5396,3,4,3,5,4
661,5052,3,5,5,5,4
1588,5234,5,5,2,3,4
15,5387,5,3,2,5,4
615,5086,3,3,5,3,4
952,5065,2,5,4,1,3
6,5351,4,3,2,4,3
1126,5306,4,4,4,4,4
1053,5190,2,4,4,2,3
1750,5003,4,5,4,4,4
1591,5213,5,4,3,5,4
1845,5215,5,5,2,3,4
1532,5207,5,5,2,5,4
1952,5190,3,4,4,3,4
875,5079,2,4,4,5,4
1726,5287,5,5,2,5,4
1651,5060,4,5,4,4,4
141,5349,4,4,4,4,4
1433,5237,5,4,1,4,4
1853,5144,4,5,5,4,4
666,5100,1,5,5,3,4
1000,5491,4,3,1,4,3
1531,5034,1,5,4,3,3
1536,5323,5,3,3,3,4
1321,5272,5,5,2,2,4
770,5401,3,4,3,5,4
108,5298,5,4,5,5,5
83,5353,4,5,3,4,4
1635,5387,4,3,3,5,4
601,5441,5,4,2,5,4
431,5175,3,5,5,4,4
1153,5185,3,2,3,2,2
367,5491,4,3,1,5,3
1320,5075,2,4,5,3,4
295,5214,5,5,3,5,4
1547,5030,4,5,4,2,4
1280,5366,2,4,3,3,3
386,5388,2,4,4,2,3
1158,5272,5,5,1,2,3
1850,5046,3,4,5,3,4
778,5171,3,4,4,5,4
1710,5088,3,3,4,2,3
1108,5068,1,5,5,3,4
114,5357,4,2,3,3,3
1691,5376,2,3,3,5,3
1551,5036,2,5,5,3,4
798,5197,5,4,3,4,4
1687,5084,2,4,5,3,4
596,5187,3,2,4,2,3
1456,5368,4,3,3,2,3
772,5098,4,5,5,3,4
203,5286,5,4,2,3,4
288,5231,5,5,3,4,4
1216,5257,5,5,1,5,4
830,5402,5,4,3,3,4
459,5109,4,4,5,4,4
1206,5043,2,5,3,2,3
408,5120,3,4,5,2,4
1197,5243,5,4,3,2,4
1450,5228,5,5,2,3,4
1531,5395,3,2,3,4,3
371,5197,5,4,3,5,4
1605,5108,4,4,5,5,4
182,5309,5,5,4,3,4
1278,5210,5,3,1,3,3
657,5215,5,4,2,4,4
234,5272,5,5,2,3,4
249,5211,5,5,4,4,4
700,5219,5,5,2,4,4
605,5441,5,3,1,5,4
293,5233,5,5,3,3,4
1938,5144,3,5,5,5,4
102,5394,4,4,3,3,4
819,5065,2,5,5,3,4
365,5205,4,5,1,4,4
812,5401,2,5,3,5,4
646,5138,3,5,5,5,4
1660,5355,3,5,3,2,3
642,5109,4,4,5,4,4
1915,5338,3,4,4,3,4
158,5317,5,5,4,4,4
1811,5161,4,4,4,4,4
1720,5059,3,5,4,4,4
1360,5394,3,4,2,3,3
357,5130,3,4,4,2,3
1939,5104,4,3,5,4,4
382,5116,3,3,3,4,3
1680,5399,2,3,3,2,2
542,5210,5,4,2,3,4
533,5386,4,5,4,5,4
1957,5224,5,5,3,4,4
569,5246,5,4,2,3,4
274,5260,5,4,2,5,4
1595,5234,5,4,2,3,4
357,5475,4,5,3,5,4
1260,5085,1,5,5,3,4
1995,5471,5,4,3,5,4
1641,5433,5,4,2,5,4
1596,5347,3,4,4,5,4
1058,5235,5,4,1,3,3
396,5201,5,4,3,4,4
1856,5220,5,5,2,3,4
237,5211,5,5,3,4,4
680,5154,5,5,5,2,4
220,5247,4,5,1,4,4
530,5485,5,4,3,5,4
1367,5143,3,4,5,4,4
1096,5214,5,5,2,4,4
363,5411,5,4,2,5,4
1233,5359,3,2,3,3,3
1485,5133,4,3,5,5,4
1129,5046,3,3,5,2,3
1443,5291,5,4,2,5,4
397,5439,5,3,2,5,4
611,5340,3,5,5,4,4
481,5124,4,4,5,3,4
398,5044,3,2,2,4,3
1990,5006,4,4,5,4,4
1528,5461,3,3,1,4,3
1027,5149,5,4,5,5,5
395,5248,5,5,2,4,4
1028,5041,1,3,5,2,3
214,5250,5,5,2,3,4
630,5016,1,4,3,3,3
225,5243,5,3,2,3,3
56,5340,4,5,5,4,4
713,5164,3,5,5,2,4
389,5112,4,3,5,5,4
544,5115,4,3,5,4,4
680,5067,4,4,5,3,4
1674,5225,5,5,3,3,4
1656,5066,2,3,4,5,4
246,5227,5,5,3,4,4
1048,5026,3,4,5,2,4
84,5013,1,5,3,2,3
274,5231,5,5,3,3,4
1429,5012,2,4,4,4,4
643,5196,5,5,4,5,5
609,5124,4,5,4,2,4
800,5495,5,5,2,5,4
1299,5154,4,4,4,2,4
387,5375,2,4,3,4,3
779,5153,4,3,4,4,4
1096,5453,4,4,3,4,4
1298,5417,5,5,2,5,4
1065,5436,5,5,2,5,4
1128,5259,5,4,2,3,4
1756,5378,2,3,3,3,3
500,5380,4,4,3,3,4
1874,5163,3,4,5,4,4
1660,5009,3,5,5,5,4
1805,5186,4,4,3,5,4
257,5248,5,5,4,4,4
1520,5097,2,4,5,3,4
365,5111,4,3,5,4,4
1609,5033,3,5,5,3,4
1975,5293,5,4,2,4,4
1929,5252,5,3,1,3,3
249,5275,5,4,3,3,4
1305,5002,3,4,4,4,4
1619,5037,3,5,4,4,4
1731,5198,5,5,3,5,4
210,5266,5,4,3,2,4
585,5095,3,5,5,2,4
1015,5065,3,5,5,3,4
373,5020,3,4,3,3,3
1646,5409,5,3,2,5,4
1935,5037,2,5,5,4,4
369,5156,2,3,5,2,3
1989,5284,5,5,1,3,4
669,5034,2,5,5,4,4
1361,5062,2,4,3,2,3
153,5312,3,5,4,4,4
499,5165,4,3,5,3,4
1652,5014,2,5,3,3,3
1667,5285,5,5,2,4,4
796,5036,3,5,5,4,4
549,5378,3,4,4,2,3
656,5320,4,4,4,5,4
1000,5030,3,4,5,2,4
1639,5207,5,5,2,4,4
1671,5241,3,3,2,3,3
387,5391,3,4,4,4,4
857,5013,2,4,3,3,3
1452,5144,3,4,5,4,4
879,5109,4,4,5,4,4
354,5412,5,3,1,5,4
279,5262,5,5,2,5,4
564,5215,5,5,2,3,4
595,5494,3,3,2,4,3
699,5297,5,4,5,5,5
1844,5068,2,5,5,5,4
683,5358,5,4,4,3,4
1114,5371,5,4,3,3,4
1664,5043,2,5,4,3,4
437,5179,4,3,4,5,4
1027,5070,4,5,4,3,4
482,5147,3,4,5,5,4
257,5207,5,5,2,5,4
1601,5360,3,4,3,3,3
359,5106,4,3,5,5,4
1171,5198,5,5,3,5,4
1120,5196,5,4,3,4,4
811,5253,4,5,1,4,4
1248,5017,3,5,3,2,3
954,5056,3,5,4,3,4
1196,5190,2,3,3,2,2
1230,5301,4,4,5,5,4
262,5218,5,4,4,5,4
1547,5472,3,3,2,5,3
1657,5102,4,5,5,4,4
671,5253,5,5,1,3,4
242,5197,5,5,3,5,4
109,5329,4,4,4,5,4
376,5190,2,3,3,2,2
1633,5131,2,3,5,3,3
762,5173,3,2,3,4,3
1070,5374,3,4,4,4,4
1636,5216,5,5,3,5,4
1100,5289,5,5,1,3,4
399,5019,2,4,5,4,4
350,5115,4,3,4,3,4
1763,5102,4,4,4,3,4
55,5017,4,5,4,2,4
1211,5460,4,3,3,4,4
273,5203,5,5,4,5,5
1880,5291,5,4,2,4,4
592,5257,5,4,2,4,4
1206,5098,3,5,3,2,3
540,5266,5,4,3,3,4
1406,5245,5,5,2,5,4
1542,5406,5,3,2,5,4
1711,5183,3,5,4,4,4
792,5141,4,5,5,5,5
60,5061,3,5,5,4,4
1597,5133,5,3,5,4,4
1098,5040,3,5,4,4,4
232,5203,5,5,4,5,5
1028,5044,3,3,3,4,3
222,5197,5,5,3,5,4
1802,5459,4,3,2,3,3
1904,5095,4,4,5,2,4
384,5172,4,5,3,3,4
902,5484,4,4,3,5,4
1520,5098,3,5,5,3,4
754,5369,3,4,4,4,4
285,5201,5,5,4,5,5
1715,5201,5,5,4,5,5
189,5182,2,4,5,3,4
327,5480,4,3,4,4,4
1129,5033,3,5,5,4,4
1248,5123,3,3,5,4,4
1749,5174,5,5,5,4,5
1429,5334,4,3,3,5,4
1987,5277,5,4,2,3,4
1374,5404,5,4,1,5,4
401,5107,4,4,5,4,4
465,5124,5,4,5,3,4
505,5171,2,4,4,4,4
1392,5175,2,5,5,4,4
385,5266,5,4,2,2,3
63,5395,4,3,3,4,4
1508,5098,3,5,4,2,4
952,5294,4,5,2,3,4
22,5050,3,5,4,4,4
889,5132,2,3,4,3,3
1589,5208,5,4,2,5,4
57,5336,3,5,4,4,4
659,5356,4,4,2,4,4
396,5348,5,4,4,2,4
755,5228,5,5,2,4,4
845,5131,3,3,5,4,4
1201,5398,3,4,3,4,4
1913,5166,3,4,5,3,4
1004,5265,5,3,2,2,3
1094,5038,2,5,5,3,4
400,5143,4,5,5,4,4
311,5448,4,3,2,4,3
1546,5000,4,5,5,4,4
422,5083,3,5,4,3,4
1914,5396,2,4,4,4,4
946,5179,4,3,5,4,4
1565,5087,3,5,5,3,4
555,5007,3,5,4,5,4
1005,5001,3,5,4,4,4
879,5350,4,5,4,3,4
726,5381,3,3,4,4,4
1036,5293,5,4,2,4,4
992,5215,5,4,2,3,4
493,5139,4,4,5,4,4
349,5218,5,3,2,4,4
1099,5493,5,3,3,4,4
1800,5324,5,5,4,5,5
902,5360,3,3,2,2,2
1906,5093,3,4,5,4,4
378,5048,1,4,4,4,3
675,5379,4,2,4,4,4
1815,5444,3,1,1,3,2
1818,5223,5,5,2,4,4
1005,5219,5,5,2,4,4
1533,5141,3,5,5,5,4
609,5141,4,5,5,4,4
286,5201,5,5,3,5,4
1828,5354,5,4,2,4,4
727,5268,5,5,3,4,4
324,5413,4,3,2,5,4
1308,5219,5,5,4,5,5
1033,5415,4,3,3,5,4
850,5198,5,4,3,5,4
1643,5045,1,4,5,2,3
1098,5070,4,5,5,3,4
300,5474,3,3,1,4,3
1040,5037,3,5,4,3,4
500,5460,4,3,2,4,3
396,5212,5,4,3,2,4
1850,5197,5,4,3,4,4
1403,5204,5,5,3,3,4
428,5097,2,4,5,2,3
1056,5318,3,5,4,4,4
890,5462,5,3,3,4,4
1842,5218,5,4,4,5,4
940,5137,4,4,4,4,4
536,5031,2,5,4,3,4
1377,5140,4,3,5,4,4
769,5390,3,5,3,4,4
801,5003,3,4,4,5,4
623,5201,5,5,4,5,5
247,5284,5,4,1,3,3
1945,5249,5,5,2,5,4
1916,5284,5,5,2,4,4
1003,5276,4,5,3,5,4
127,5354,4,4,3,5,4
1332,5150,3,3,4,5,4
91,5098,4,5,4,3,4
1014,5316,3,5,4,4,4
399,5492,4,2,2,3,3
1188,5333,3,4,3,5,4
1681,5365,4,5,3,3,4
397,5149,3,4,5,4,4
1951,5497,5,3,3,4,4
1127,5382,5,5,4,3,4
1979,5259,5,4,1,2,3
958,5391,3,4,4,3,4
1308,5218,5,5,4,5,5
1482,5439,5,4,2,5,4
866,5160,4,4,5,3,4
1299,5162,2,2,5,1,2
351,5260,5,4,1,4,4
1730,5365,5,5,3,3,4
865,5237,5,4,2,4,4
883,5225,5,5,3,4,4
894,5393,3,4,3,3,3
286,5285,4,5,1,5,4
1639,5406,5,4,2,5,4
6,5377,4,3,3,4,4
1195,5282,5,5,2,4,4
1902,5121,2,3,5,5,4
130,5138,3,4,5,4,4
1909,5013,1,5,4,3,3
149,5158,4,3,5,4,4
1987,5263,5,5,2,3,4
1521,5106,4,4,5,4,4
899,5293,5,4,3,4,4
489,5192,3,4,5,3,4
1921,5231,5,5,3,4,4
958,5250,5,5,1,2,3
436,5073,2,5,4,3,4
1139,5104,5,4,5,4,4
1601,5166,2,3,5,3,3
1599,5015,3,5,5,5,4
1300,5443,4,4,2,4,4
444,5070,4,5,5,3,4
1934,5331,5,5,4,3,4
1356,5010,3,4,4,4,4
1312,5132,3,4,4,4,4
337,5498,4,3,2,4,3
1832,5261,4,4,1,3,3
1777,5377,5,3,3,4,4
885,5183,2,5,3,3,3
1603,5147,4,5,5,5,5
1921,5241,5,4,2,3,4
388,5275,4,3,3,2,3
1796,5360,3,4,3,3,3
1605,5492,4,3,2,3,3
477,5049,2,3,4,3,3
1429,5145,3,5,5,4,4
1456,5005,4,5,4,4,4
798,5364,3,4,2,2,3
911,5427,5,4,3,5,4
1905,5141,3,4,5,4,4
854,5288,5,5,1,2,3
1181,5401,3,5,4,4,4
699,5347,3,3,4,5,4
1974,5273,5,5,3,3,4
384,5433,5,4,1,5,4
1710,5295,5,5,3,2,4
947,5460,4,3,2,4,3
391,5072,1,5,2,2,2
617,5100,1,4,4,2,3
1704,5377,5,3,3,4,4
1699,5256,5,5,2,3,4
552,5101,3,4,5,3,4
1520,5107,4,4,5,4,4
168,5357,3,2,2,4,3
1644,5217,5,5,2,4,4
1937,5230,5,5,2,4,4
1844,5173,3,3,4,3,3
1968,5275,5,3,2,3,3
1926,5376,3,2,3,5,3
701,5041,2,3,5,3,3
210,5220,5,5,2,4,4
1777,5074,3,5,5,3,4
1586,5063,3,5,5,4,4
1225,5362,5,3,4,3,4
994,5498,3,2,1,4,2
729,5371,4,4,3,3,4
959,5200,5,4,3,4,4
1873,5171,3,5,3,5,4
1903,5138,4,4,5,4,4
586,5235,5,3,2,3,3
1335,5197,5,5,2,5,4
1971,5362,4,3,4,3,4
1299,5395,3,2,3,3,3
1768,5249,5,5,2,5,4
175,5151,4,4,4,2,4
1031,5335,3,4,4,3,4
673,5163,3,4,5,4,4
640,5261,5,4,1,3,3
1418,5147,3,4,5,4,4
419,5191,4,2,5,4,4
921,5088,4,4,5,3,4
1633,5069,3,4,4,3,4
328,5433,5,5,2,5,4
484,5186,3,4,3,5,4
1396,5155,4,2,5,3,4
1401,5375,3,4,3,4,4
1794,5393,3,4,3,3,3
605,5476,5,2,3,5,4
459,5045,2,5,5,3,4
545,5056,2,5,3,2,3
1527,5142,3,4,5,4,4
1307,5004,3,5,4,4,4
698,5042,2,4,3,4,3
733,5286,5,4,2,4,4
329,5408,5,3,2,5,4
1524,5416,5,4,3,4,4
393,5012,3,5,5,4,4
1634,5171,2,4,3,4,3
1248,5082,1,2,5,3,3
1356,5196,5,4,3,5,4
484,5034,3,5,4,3,4
612,5146,3,4,5,4,4
1754,5340,4,5,4,5,4
778,5135,3,4,3,4,4
811,5285,4,5,2,5,4
392,5328,4,5,4,3,4
1836,5380,5,4,2,3,4
632,5292,5,5,1,3,4
702,5233,5,5,3,3,4
1874,5103,4,4,5,5,4
1028,5075,1,4,5,3,3
623,5232,5,5,3,4,4
781,5013,1,4,3,2,2
744,5220,5,5,1,3,4
1920,5112,4,4,5,4,4
915,5341,4,4,5,4,4
373,5392,4,2,3,3,3
1282,5236,5,5,2,3,4
763,5007,4,5,5,4,4
552,5199,5,5,4,4,4
443,5129,3,4,4,4,4
1984,5412,5,4,2,5,4
1347,5410,5,4,2,5,4
552,5246,4,3,2,3,3
1108,5024,2,4,5,4,4
194,5321,5,3,5,4,4
1120,5315,2,4,3,3,3
1015,5039,2,5,5,3,4
564,5418,5,4,5,5,5
966,5197,5,4,3,4,4
1196,5044,3,3,3,4,3
666,5165,5,3,5,2,4
1626,5201,5,4,3,5,4
853,5200,5,5,4,5,5
1847,5182,3,5,5,4,4
994,5280,5,3,1,4,3
1408,5343,4,5,5,4,4
354,5297,4,4,4,4,4
641,5252,5,4,2,3,4
1442,5038,3,5,5,4,4
1798,5381,3,3,3,5,4
995,5194,5,5,3,5,4
356,5323,5,3,3,3,4
89,5073,3,5,4,3,4
552,5291,5,4,2,4,4
1048,5287,5,5,2,4,4
587,5268,5,5,3,3,4
1541,5223,5,4,2,3,4
893,5453,4,4,3,5,4
497,5087,3,5,5,2,4
882,5103,4,4,5,5,4
1659,5271,4,5,1,2,3
1871,5077,3,5,5,4,4
102,5367,4,3,4,4,4
667,5181,2,4,4,5,4
327,5210,5,4,2,3,4
1359,5240,5,5,2,3,4
1583,5107,5,4,5,4,4
560,5410,5,5,2,5,4
994,5046,3,3,4,2,3
1212,5099,2,5,5,4,4
371,5437,5,4,1,5,4
911,5223,5,4,2,3,4
1771,5169,5,4,4,3,4
385,5362,4,3,3,3,3
605,5209,4,3,3,4,4
1830,5113,5,4,5,3,4
1227,5338,4,4,4,4,4
661,5088,4,4,5,3,4
369,5001,4,4,4,4,4
1965,5424,5,4,4,5,4
1144,5409,5,5,3,5,4
998,5380,4,5,3,2,4
249,5269,5,5,2,4,4
958,5013,1,4,3,2,2
372,5412,5,4,1,5,4
1924,5380,4,4,3,3,4
1836,5018,4,5,4,4,4
538,5166,2,4,5,2,3
1417,5345,4,4,2,5,4
730,5010,1,4,5,4,4
1529,5268,5,5,2,2,4
962,5071,3,5,4,4,4
1833,5101,4,5,5,4,4
891,5080,4,5,5,3,4
1311,5053,2,5,5,4,4
429,5160,3,4,5,3,4
1414,5116,4,2,3,4,3
60,5390,3,5,4,4,4
769,5059,3,5,4,4,4
1582,5090,2,4,5,3,4
810,5284,5,5,1,3,4
1563,5495,5,4,2,5,4
917,5177,2,4,5,4,4
1612,5430,5,4,2,5,4
1341,5394,3,3,2,3,3
1798,5115,4,2,5,3,4
945,5124,4,5,5,3,4
1253,5206,5,5,3,3,4
1212,5103,5,4,5,5,5
457,5154,4,4,5,3,4
1008,5294,5,5,3,4,4
942,5498,4,2,1,4,3
967,5130,4,4,3,2,3
835,5484,4,5,3,5,4
1112,5132,2,4,4,3,3
1276,5469,5,5,3,5,4
1589,5278,5,4,2,4,4
1643,5081,3,5,5,4,4
1602,5248,5,5,3,3,4
377,5479,5,2,1,3,3
1701,5207,5,5,2,4,4
1110,5277,5,4,2,4,4
1542,5411,5,4,1,5,4
341,5211,5,5,3,5,4
1756,5282,5,5,2,4,4
710,5220,5,5,2,3,4
1659,5404,5,4,2,5,4
1702,5042,2,4,4,4,4
1189,5249,5,4,1,5,4
1859,5077,3,5,5,4,4
1853,5368,5,3,4,3,4
1844,5149,4,5,5,4,4
1507,5386,4,4,3,5,4
225,5271,5,5,1,3,4
60,5348,4,4,4,3,4
1711,5090,2,5,5,3,4
1519,5283,5,4,1,4,4
472,5043,3,5,4,2,4
427,5072,2,5,4,3,4
1839,5322,3,3,4,4,4
1900,5246,5,4,2,3,4
879,5184,3,3,3,4,3
1482,5481,4,3,2,5,4
763,5379,3,3,4,4,4
856,5208,5,4,1,5,4
351,5487,4,4,3,4,4
927,5041,2,4,4,3,3
733,5294,4,5,2,4,4
1376,5167,3,2,5,4,4
1105,5332,2,4,2,3,3
895,5242,5,4,2,3,4
499,5130,3,5,4,2,4
449,5090,2,5,5,4,4
1886,5254,4,4,1,3,3
505,5151,5,5,4,3,4
458,5174,4,4,5,5,4
1355,5261,5,4,2,3,4
1905,5355,4,4,3,3,4
1137,5110,4,4,5,4,4
1030,5436,5,4,2,5,4
1508,5065,3,5,5,2,4
879,5464,4,4,3,3,4
1909,5469,4,4,4,4,4
1920,5336,4,4,4,3,4
221,5198,5,5,3,5,4
659,5167,3,2,4,3,3
1418,5379,4,3,4,4,4
1529,5227,5,5,3,4,4
132,5160,3,4,4,3,4
1966,5258,5,4,2,3,4
623,5241,5,4,2,3,4
1317,5279,5,5,2,5,4
1121,5248,5,5,2,4,4
1840,5082,2,4,5,4,4
1207,5144,3,3,5,4,4
1040,5191,4,3,5,4,4
755,5366,2,3,2,2,2
756,5082,2,4,5,5,4
681,5187,3,3,5,4,4
1099,5439,5,5,2,5,4
1689,5211,5,5,4,4,4
576,5358,4,5,4,3,4
291,5224,5,5,3,4,4
411,5120,3,4,5,3,4
700,5175,3,4,5,4,4
604,5234,5,4,1,2,3
1673,5086,2,3,5,2,3
619,5428,5,3,2,4,4
459,5046,4,4,5,2,4
727,5241,5,4,2,2,3
586,5133,4,3,5,4,4
1400,5247,5,5,2,3,4
1762,5400,4,4,3,5,4
1576,5230,5,5,3,4,4
651,5131,3,3,5,4,4
1184,5481,5,2,3,5,4
103,5392,5,3,4,4,4
1490,5456,4,3,2,4,3
1644,5208,5,4,2,5,4
1889,5036,3,5,4,3,4
515,5325,3,5,4,5,4
1699,5135,3,4,3,4,4
381,5169,5,4,4,2,4
679,5098,3,5,4,2,4
154,5309,5,4,4,4,4
1365,5084,3,4,5,3,4
692,5089,3,4,5,4,4
969,5265,5,3,1,2,3
395,5407,5,3,2,5,4
1085,5498,4,3,2,4,3
1,5087,2,5,5,3,4
706,5363,5,3,4,3,4
890,5405,5,4,2,5,4
1529,5252,5,4,1,3,3
1163,5016,2,4,3,4,3
294,5235,5,4,1,3,3
1410,5397,2,3,3,4,3
398,5017,3,5,3,3,4
1434,5363,4,3,3,2,3
1133,5179,4,3,4,5,4
1189,5295,5,5,3,2,4
1386,5372,3,3,2,4,3
1244,5230,5,5,3,3,4
1400,5215,5,5,3,4,4
1648,5277,5,3,3,3,4
1341,5201,5,5,3,5,4
866,5447,5,4,3,4,4
422,5059,3,5,5,5,4
894,5391,4,5,3,5,4
476,5092,3,5,5,4,4
1937,5211,5,5,4,4,4
1242,5088,3,4,4,3,4
1721,5359,4,4,4,4,4
798,5478,5,4,2,5,4
1750,5335,3,4,5,4,4
1245,5254,5,5,2,3,4
1216,5277,5,4,3,4,4
163,5341,4,4,4,4,4
798,5203,5,4,3,5,4
303,5409,5,3,2,5,4
498,5170,4,4,5,3,4
880,5194,5,5,4,5,5
920,5473,3,4,1,5,3
486,5191,4,2,4,4,4
394,5322,2,3,4,3,3
1985,5072,2,5,4,4,4
883,5194,5,5,4,5,5
994,5184,3,3,3,4,3
39,5067,5,5,5,2,4
1388,5357,4,3,3,4,4
1453,5070,4,4,5,3,4
1577,5264,5,5,2,4,4
1072,5229,5,5,2,3,4
851,5366,3,4,3,3,3
1187,5111,4,4,5,4,4
121,5376,3,3,3,5,4
1336,5058,2,3,4,4,3
1688,5397,2,5,4,4,4
1073,5124,5,5,5,2,4
755,5340,3,4,4,3,4
887,5134,3,3,5,4,4
218,5224,5,5,3,3,4
506,5221,5,4,1,2,3
1656,5041,1,3,5,2,3
1431,5343,3,5,4,3,4
650,5163,4,4,5,4,4
14,5375,3,4,3,4,4
685,5196,5,4,2,4,4
530,5203,5,4,3,5,4
623,5240,5,4,2,3,4
303,5422,5,5,3,4,4
941,5336,4,5,5,4,4
1850,5073,2,5,4,2,3
820,5112,5,4,5,5,5
1173,5264,5,5,2,3,4
1150,5214,5,5,3,5,4
1605,5163,3,2,4,4,3
1367,5081,3,5,4,3,4
811,5270,4,5,2,4,4
1444,5289,5,5,2,4,4
1788,5262,5,5,2,4,4
